,sentiment,document
3003,2,Il Divo - 24 September 2012 Il Divo have just confirmed two more dates: October 14 in Buenos Aires and October 28... http://fb.me/xyGGswGV 
3004,3,MayorOfLondon: Join in tomorrow at the exciting London Children's Book Swap events for families who love to read #LD... http://ht.ly/1hCB0p 
3005,1,@StevieY1 It is predicted that the Winter Classic and the All-Star game will be cancelled this upcoming Monday .. FUCK !!! #EndTheLockout
3006,2,"playoffs are finally set. Chardon plays warren howland in the 1st round. if we win, we play the winner of kenston v. tallmadge."
3007,2,"Former #Mizzou RHP Kyle Gibson (#Twins) will start in the Arizona Fall League Rising Stars Game on Sat, 7pm on MLB TV."
3008,2,Join us at The Donkey Show at Adrienne Arsht Center for the Performing Arts THIS Friday! SAVE $5 OFF tickets to... http://fb.me/11BZcJ0vZ 
3009,2,DEPARTURE of ship: AL DHAFRAH Port: ABU DHABI Time: Nov 2 2012 3:09AM (UTC) (Time of arrival/departure is the time the vessel app...
3010,1,@_Brendonsmall The tour dates got updated! Fox Theatre on the 24th or the 26th? I don't want to fuck this up.
3011,3,NBA Predictions: Champs - MIA Runner Up - LAL MVP - LeBron 6th man - Ginobli Rookie of the year - Davis Most Improved - Paul George
3012,3,Big congrats goes out to Tampa Bay Damage for 2nd Place at Cup and 2nd Place overall in the Paintball Sports... http://fb.me/BXDDtl8e 
3013,3,@ArronOHare Hi matey appreciate you passing on my biz cards around work ! We have enough food until Friday in the Turner house !
3014,3,Heading to the @MarilynDenisCTV show tomorrow morning with Mommy. Lets hope we get front row #TVTime
3015,1,Toni Gonzaga will be in Legazpi on October 30. Huhuhuhu. I wanna cry i want to come but how? I dont have money. Waaaah @ToniGfanpage
3016,1,#Trayvon My daily tweet (10/05) in memory of Trayvon Martin - killed 223 days ago. ~May you Rest in Peace~ (Thoughts of love to family)
3017,2,"Watch out for @wendytabusalla together with Divine, Deniesse and the BIG4 at the Pacific Mall Legazpi Landco Plaza on April 30, 6pm."
3018,3,They made a sky zone here in Covina across the street from the AMC. I'm definitely going sunday!(: who's down?
3019,2,"Confirmation that the Army v Navy at Twickers is 27 April 2012, weekend off again !! #piginpoo"
3020,3,Emme's 10th birthday cake :) with Big Time Rush! http://pinterest.com/pin/179792210095473293/ … via @pinterest
3021,3,Reminder- We hope to see you tomorrow night at Volstead! details on our FB page at https://www.facebook.com/events/348722041869300/?context=create …
3022,2,"On a Saturday, in Zimmerman, I watched it begin again"
3023,2,"On October 19th, the new judge in the George Zimmerman trial, ruled that Trayvon social media interactions would... http://fb.me/11WbH3QaO "
3024,2,"Also,SPREAD THE WORD about our fundraising begin September 17 to raise funds for a 30 second commercial during the 2013 NBA All-Star Game."
3025,3,Want to see the All-Star game tomorrow #suffolk
3026,3,"I just got excited because I found out that Amy Lee's birthday is the 13th of Decemember. Guys, that is a DAY before my birthday! SO CLOSE!!"
3027,2,"Just a heads up, LP #9 may take some time before I can start recording. A lot of work is going to go into this next project."
3028,2,@Xopher_Lee: I'm thinking I wear a singlets tomorrow for sports day! Haha. Oh how I miss marana spirit days!:(
3029,2,"If you thought the One Direction toothpaste was odd, try the Rammstein dildo. http://www.guardian.co.uk/music/gallery/2012/oct/10/one-direction-toothpaste-odd-pop-merchandise#/?picture=397517084&index=3 …"
3030,2,Save the date: The World Bank's new Doing Business report will be out October 23
3031,2,Romeo Santos gonna have something in the theatres November 5 ..
3032,2,Out tomorrow The Players! With Jean Dujardin and Gilles Lelouche taking on the theme of infidelity http://fb.me/2iblg5Q99 
3033,2,Billy Crystal attends the special 25th Anniversary Screening of 'The Princess Bride' at the New York Festival http://dlvr.it/2G0vbC 
3034,2,The Clown has broken the record and become the 1st film to win 12 Brazilian Academy Awards yesterday. http://ow.ly/ew80i 
3035,2,I'm tired but I'm not... I may watch the end of Zombieland just because Tallahassee is my spirit animal ADKAHSK;
3036,3,"Just unloaded Jimando at Flemington, fighting fit and ready for the Derby tomorrow! #bringiton"
3037,3,Clever! || Australian captain Michael Clarke teams up with Louis Vuitton in special cricket trunk design | Herald Sun: http://www.heraldsun.com.au/sport/australian-captain-michael-clarke-teams-up-with-louis-vuitton-in-special-cricket-trunk-design/story-fn9eu7in-1226493104508?sv=4cf13ec85c0b11e9f81ac6a44de808f1#.UHazvctrHF4.twitter …
3038,2,@MlleSorbet Which one are you there for ? @NoReinsGirl myself and some friends will be at the SA game going to Twickers town for drinks 1st?
3039,1,"Going to watch Goon for the 4th time, cry, then go to sleep. #NHLLockout"
3040,2,Back in Norwich City centre on a Wednesday night I am hoping the 'grunge' look is in honour of halloween and not 'back'! #noplacelikehome
3041,3,http://m.gamedayvote.com/  vote for UT for college game day visiting. We are 10th and Texas A&m is #1. Get on it
3042,2,KLUB ACE!!! Klub ACE !!! This SATURDAY!!! $5 with ur college id til 11:30
3043,3,"Hermione, Sun Drop Girl, and Danica Patrick. There's something ya don't see every day! http://instagr.am/p/RS7d0TL2Ug/ "
3044,3,Monday already. That's OK - at Volare Restaurant Chicago we have the perfect meal waiting for you today. We... http://fb.me/u8SBMxYB 
3045,2,"Oct 2nd, 1976 - John Belushi performed with Joe Cocker on ""Saturday Night Live."" http://www.liveleak.com/view?i=26b_1315119865 …"
3046,2,"Derby may no longer negotiate with police, firefighter unions: Derby is considering a move that would end negoti... http://bit.ly/Y9rRwS "
3047,2,Watch the 2012 Independent Spirit Awards THIS SATURDAY and chat live with @ChrisGethard and @mattsinger http://ifc.tv/zj5EMd 
3048,2,I think I'm gonna head to Ulta tomorrow and see if they carry the Red Carpet Manicure gel polishes in stores. I want black gel polish ASAP
3049,1,Rudd rains on Abbott's parade: KEVIN Rudd may be trying to spoil Julia Gillard's party but yesterday he gate-cra... http://bit.ly/QIV1MR 
3050,2,"#cloud Cloud Computing and Big Data Strategy - In this CEO Power Panel at the 10th International Cloud Expo, modera ... http://g3t.ca/xEPu9B "
3051,2,Jungle Island says it will be open as usual on Monday. To see what's open & what's closed click on this link #IsaacOn6 http://bit.ly/RNj2Iy 
3052,3,Voted Jean Dujardin is my favorite for Best Actor in a Film in #ComedyAwards. Watch it on @ComedyCentral May 6 at 9/8c.
3053,3,"May the odds be ever in your favour Aussie Directioners, #Hot30sGo1DenTicket"
3054,3,Ponting may make history fir Australian cricket: <p>&nbsp;</p><p>Ricky Ponting could break Steve Waugh&nbsp;s re... http://bit.ly/NRwHGp 
3055,2,@RavensburgerPC: Enter our competition to win a London Children's Map Puzzle just follow and RT.Closes Friday 8th@4pm http://t.co/4JP .
3056,3,"Having a long overdue CD upload session. By tomorrow my iPod will be blessed with PIL, George Harrison and Disco Inferno :)"
3057,2,"Drew Doughty, Jeff Carter To Receive Heroes Welcome Thursday: London's streak as the city of champions will continue... http://dlvr.it/22hWBV "
3058,3,thank you ABS-CBN and BCWMH for the fantastic episode today. Tomorrow again. I can't wait to... http://tfc.tv/Episode/Details/32896 …
3059,2,@samtwomiller see you in Tallahassee on Friday! :)
3060,2,"Majority of customers in the following areas should be restored by Sunday night: Burton, Chardon, Conneaut, Eastlake, Mayfield Hts, Mentor"
3061,2,Watching the brilliant rick stein making paella on Saturday kitchen live....
3062,2,@dj_orion are you back at Volstead this Saturday? Or still out of town killin it?
3063,2,I see Scorsese may be teaming up with The Artist's Oscar winning star Jean Dujardin... http://www.comingsoon.net/news/movienews.php?id=91529 …
3064,2,MTSU takes a timeout. stops the play clock at :48. They are facing a 3rd down and 9. If they convert its over. If not there is a slim chance
3065,2,Jr. Preds won 2nd game against the Columbus Flames 8-0. Go Preds!
3066,3,@eolivet So glad I watched a good Paul Rudd movie instead! (I might have sat through this mess if Paul Rudd was in it and her love interest)
3067,2,"Next Sunday, the 15th, were having our 2nd Comic Book Swap meet at the Apothecarium! Comics, games, movies, more #ComicSwapMeet"
3068,3,"Happy Halloween from the sun, moon, astronaut and Star (well, so she was wearing a Star Wars shirt.) pic.twitter.com/LEcBTISi"
3069,3,Happiest Baby on the Block Class is being offered at National Nanny Training Day April 28th http://ow.ly/aimtV 
3070,2,"With Mommy, Dada, Apple and Cherry are going to Noah's Park. We'll be back tomorrow"
3071,3,Tell me you ain't excited! the twins in Eurosong final! they gonna win the 1st place! http://www.youtube.com/watch?v=O_9QaVC-NKw&feature=player_embedded …
3072,2,BIG BANG CONCERT IS TOMORROW. OH MY LORD !! BOO HOO HOOOO )': *Cries all the 7 seas*
3073,2,I hope my fishing trip with George Clooney and Mark Wahlberg is still on for tomorrow.
3074,3,Love Billy Crystal introducing the 1st game of the World Series.
3075,2,The highest any human has ever gone. Keith Richards may have something to say about that. #redbullstratos
3076,2,"Registration for the Blue Diamond Almonds Shamrock'n Half Marathon opens November 1st at 10am. If we reach 1,000... http://fb.me/1GZAwbuRe "
3077,3,"Mom, can I miss A1 on Thursday? If you love me you'll say yes. #hopefultweet"
3078,1,"Don't think Chelsea should appeal for Torres' red card. Let Sturridge play tomorrow. It's the Carling Cup, not PL."
3079,2,Hear ma seh tweeps the place to be on December 15th is the ultimate VINTAGE enuh !!! At the one and only oneil's place !! Ting ago slap weh!
3080,2,OFFICAL RELEASE: Wolves Open 19th Season On Oct. 13 - The Chicago Wolves open the 2012-13 American Hockey League sea... http://ow.ly/1m1nxF 
3081,2,@Nonamalone313 Boss lady Bamboo on Sunday Come Do it Major with BDR
3082,2,sungkyunkwan scandal on ABS-CBN.. i just finished the series yesterday..:))))) i may sound like a spoiler now <evil laugh>
3083,3,"I'mma probably just watch ""Good Deeds"" for like the 3rd or 4th time!"
3084,2,Watch me walk into a Columbia on a nice Saturday afternoon and get clipped up like im fucking Trayvon Martin with the pillz
3085,3,#classic! @KWAMEDIDIT: FRIDAY OCT 19th!!!! THE ALUMNI will be rocking Philly!!!!! FREE SHOW @ the Liacouras Center 7pm CLASSIC HIP HOP!
3086,2,"Christianity is nothing else but the imitation of God's nature. We seek a relationship with God through Jesus ...""Lord that I may see""."
3087,2,"My 3rd autograph!My lil sis was the one who came up to Toni Gonzaga! Left photo,credits to: allenvalladares pic.twitter.com/ISm2wHzk"
3088,3,The Roxy is alive with THE SOUND OF MUSIC this Sunday at 1.30pm. This is the LAST chance to see it on the big... http://fb.me/1R43CPIEZ 
3089,2,"Workin all week, then to Rupp for the UK game Monday. #SoundsGoodToMe #TeamBBN #CATS"
3090,2,End of 2nd 3-2 Predators ... Preds will be short handed to start the 3rd.
3091,3,"Pineapples & mangos for pre-breakfast, getting some work done, then heading to the Ritz Carlton for Sunday brunch :)."
3092,2,@The_Outfits come party with us tomorrow night in Naples Maine at Ricks cafe!!
3093,2,100 days away: Barack Obama & Mitt Romney meet in their first TV debate at the University of Denver (3 Oct)
3094,2,"@mindykaling is it just me or does ""Danny"" seem a lot like Billy Crystal in the first 1/3rd of When Harry Met Sally?"
3095,2,Bowling tryouts November 5th pass it on if interested
3096,2,"Bye Clemson going back to Greenville, be back on Monday morning or Sunday Night. No Game for the Weekend."
3097,2,"I wonder how the 1st day of school is going to be at Berkmar ,Lmao"
3098,2,Someone should come with me November 9th to see Romeo Santos meet&greet at Fye at 6 pm at downtown (:
3099,2,"Ricky Ponting has passed 23,000 First Class runs - the 12th Australian to do so!"
3100,2,Love and Harden hitting the deck in pursuit of loose balls early 2nd Q. Proof this is NOT an NBA All-Star Game.
3101,3,We've just sampled some of Greg's DELICIOUS pretzels for our German themed boardroom dinner tomorrow! Yummy!
3102,2,Royal treatment: stars at MIDNIGHT TANGO opening tonight include Camilla Parker Bowles. Did she join the standing ovation?
3103,1,But this is not the 1st time that Juventus is maximizing the potentials of ex-Milan players..Cannavaro and Edgar Davids are similar cases
3104,2,Sitting in the sun listening to Nipsey Hussle
3105,2,Introducing the first five selections to the All-Star game on November 17th at Quicken Loans Arena. Stay posted... http://fb.me/MpNxjt9s 
3106,3,Circe 2008. The day I got my acceptance letter to U of O. Can't believe tomorrow I'll be taking my last test http://instagr.am/p/OZiqXbi_LH/ 
3107,2,"for my 10th & last pick, i went for D-Will! Derrick Williams hehe sana mag-breakout na with Beasley & Johnson gone"
3108,2,In the Sports World Kenseth avoids 25-car pileup to win at Dega: Daytona 500 winner Matt Kenseth won Sunday at ... http://es.pn/VNYz5I 
3109,2,"Mark Montgomery, David Adams and Austin Romine have been selected to play in the Arizona Fall League Rising Stars game on Sat. #Yankees"
3110,2,I wonder if natchitoches central game home Friday I just might go.!
3111,2,We beat Allstar's Gaming 2night and have advanced to the finals in @Getsomegaming AfterMath! We play next Thursday night @ 8pm EST.
3112,2,State Farm just postponed my sale date scheduled for tomorrow for a new short sale listing taken today for $1.9... http://fb.me/1lEfw35yJ 
3113,2,"Anybody wanna go see hotel trannsylvania, frankenweenie, pitch perfect, and that movie with viola davis as a teacher with me tomorrow?"
3114,3,"I may record the first few episodes of the next LP tomorrow. Wanted to get more info ready, but I'm think I'm good with what I have."
3115,3,"#RonPaul campaign manager Doug Wead: Contrary to media lies, doing JUST GREAT with delegates even after Super Tuesday http://youtu.be/1wyKHUk2nJE "
